40,36,34
-40,-36,-36
80,122,119
-80,-112,-108
120,195,191
-120,-183,-177
160,269,258
-160,-242,-247
200,339,321
-200,-324,-305
240,407,382
-240,-394,-374
280,474,435
-280,-460,-435
320,540,502
-320,-525,-511
360,611,555
-360,-604,-581
400,675,623
-400,-662,-657
440,734,692
-440,-738,-740
480,801,729
-480,-777,-797
